brand,product_code,product_name,energy-kcal_value,energy-kj_value,carbohydrates_value,sugars_value,fat_value,saturated-fat_value,proteins_value,fiber_value,salt_value,sodium_value,nova-group,nutrition-score-fr,fruits-vegetables-nuts-estimate-from-ingredients_100g,sugar_to_carb_ratio,calorie_category,sugar_category,is_ultra_processed
Specially Selected,4088600246291,Seeded Sourdough Bread,265.1,1109.18,43.0,0.5,4.9,0.6,9.5,5.5,0.84,0.34,3.0,1.0,0.26,0.01,Medium,Low,False
"LU, Mondelez International",7622210601988,Granola L'Original,485.6,2031.75,62.0,28.0,23.0,12.0,5.9,3.5,1.2,0.48,4.0,28.0,0.0,0.45,High,High,True
Lotus,5410126006957,Biscoff Creamy,584.1,2443.87,57.0,36.8,38.1,7.6,2.9,0.8,0.54,0.22,4.0,26.0,7.13,0.65,High,High,True
jaouda,6111242104198,PRESSup,54.7,228.86,13.0,5.5,0.1,0.0,0.4,0.1,0.0,0.0,4.0,4.0,64.25,0.42,Low,Medium,True
Aicha,6111021090049,Concentré de tomates Aicha,122.8,513.8,23.7,9.0,0.4,0.0,4.6,3.0,1.0,0.4,3.0,-4.0,99.86,0.38,Medium,Medium,False
Olla,6111251753899,Olla,72.3,302.5,8.7,2.3,3.3,0.3,1.3,1.3,2.25,0.9,4.0,9.0,70.4,0.26,Low,Low,True
"lu, LU",3041090063206,Cracotte Céréales Complètes,380.0,1589.92,75.0,7.9,2.8,1.0,11.0,5.4,1.6,0.64,4.0,10.0,0.0,0.11,High,Medium,True
"Alesto,Lidl",20815394,Fruit & Nut Mix,504.3,2109.99,40.5,35.7,31.7,3.0,10.8,6.9,0.02,0.01,3.0,14.0,65.0,0.88,High,High,False
Jordans,5010477348678,Special Muesli 30% fruits & noix,362.4,1516.28,60.0,17.0,7.2,2.0,10.0,8.8,0.03,0.01,1.0,0.0,33.31,0.28,High,High,False
VIP,6111250470209,Vip crema gold,3.0,12.55,0.3,0.0,0.0,0.0,0.2,0.5,0.0,0.0,2.6,0.0,0.0,0.0,Low,Low,False
Rowse,5011273040698,Runny Honey imp,333.5,1395.36,81.5,80.8,0.5,0.2,0.5,0.5,0.03,0.01,2.0,19.0,0.0,0.99,High,High,False
ولماس ماء معدني غازي طبيعي,6111035001024,Oulmès eau minerale naturellement gazeuse,105.64,442.0,16.54,10.08,2.8,3.04,2.22,2.7,785.0,314.0,1.0,0.0,0.0,0.61,Medium,Medium,False
Tesco finest,5059697731860,Ecuador dark chocolate,59.5,248.95,3.5,2.8,4.5,2.7,0.7,1.1,14.01,5.6,4.0,2.8,0.0,0.8,Low,Low,True
Arla,4016241030573,Skyr | Natural Fat Free | 0% Fat,57.8,241.84,4.0,4.0,0.2,0.1,10.0,0.0,0.14,0.06,1.0,-3.0,0.0,1.0,Low,Low,False
Kettle,5017764128104,Chips,494.2,2067.73,56.7,0.1,25.4,3.5,7.7,4.0,0.9,0.36,3.0,12.0,0.0,0.0,High,Low,False
Artesto,8198701234564,Pâte d'arachide,643.2,2691.15,24.8,11.2,48.2,14.0,24.3,6.5,0.7,0.28,4.0,10.0,69.05,0.45,High,Medium,True
Pringles,5053990101573,Pringles Sare,530.4,2219.19,55.0,0.9,31.0,3.0,6.1,3.5,1.0,0.4,4.0,11.0,0.0,0.02,High,Low,True
Flora,8719200269743,Flora Buttery,684.2,2862.69,0.5,0.5,75.0,28.0,0.5,2.6,1.28,0.51,4.0,19.0,28.61,1.0,High,Low,True
"Barilla,Wasa",7300400481571,wasa,337.5,1412.1,62.0,2.0,1.5,0.3,9.0,20.0,1.0,0.4,3.0,0.0,0.0,0.03,High,Low,False
Nestlé,7613035676497,Ricoré original,142.3,595.38,9.1,9.1,0.5,0.1,2.7,45.3,0.23,0.09,4.0,0.0,63.0,1.0,Medium,Medium,True
"Milbona, Pilos",20047559,Greek Style Yogurt,122.2,511.28,3.2,3.2,10.0,6.6,4.6,0.5,0.1,0.04,3.0,6.0,0.0,1.0,Medium,Low,False
Henrys,3362600001106,Henry's Sable Coco Biscuit 85G,377.1,1577.79,63.0,20.0,10.5,5.45,6.5,2.3,0.75,0.3,4.0,17.0,10.0,0.32,High,High,True
LU,3041090063114,Cracotte,386.3,1616.28,78.0,7.9,2.7,1.0,11.0,3.0,1.7,0.68,4.0,14.0,0.0,0.1,High,Medium,True
Gerblé,3175681851856,Biscuit raisins,441.8,1848.49,68.0,17.0,14.0,1.3,8.5,4.9,0.2,0.08,4.0,5.0,13.8,0.25,High,High,True
Heinz,5000157076410,Seriously Good Times Mayonnaise,651.36,2725.29,3.1,3.0,70.0,11.0,0.8,2.88,1.38,0.55,3.0,24.0,68.0,0.97,High,Low,False
Unknown Brand,6111266962446,6111266962446,227.4,951.44,33.6,20.0,7.4,4.8,5.3,2.6,0.0,0.0,4.0,11.0,0.0,0.6,Medium,High,True
Unknown Brand,6111180003102,Mayfine,347.2,1452.68,85.0,0.0,0.6,0.0,0.45,0.0,0.07,0.03,3.0,4.0,0.0,0.0,High,Low,False
Nestlé,7613287431943,Nesquik Cocoa,380.2,1590.76,78.0,75.0,3.6,1.6,5.1,7.7,0.44,0.18,4.0,4.4,0.0,0.96,High,High,True
Bjorg,3229820794525,Nutri+ avoine chocolat,454.0,1899.54,61.0,17.0,18.0,3.2,8.2,7.6,0.61,0.24,4.0,10.0,18.17,0.28,High,High,True
Pringles,5053990156009,Pringles Original,533.6,2232.58,56.0,1.4,31.0,6.6,5.9,3.5,1.1,0.44,4.0,16.0,0.0,0.02,High,Low,True
BN,3061990143365,Biscuits goût chocolat,83.82,350.7,12.49,5.43,3.08,1.56,1.18,0.71,0.09,0.03,4.0,22.0,3.95,0.43,Low,Medium,True
Jason's,5025125000150,Everyday White Rolls,196.68,822.91,39.1,2.7,0.6,0.01,8.0,1.44,0.61,0.24,3.0,2.0,0.0,0.07,Medium,Low,False
Kallø,5013665112235,Organic Chicken Stock Cubes 8 Pack,12.9,53.97,0.7,0.1,0.5,0.2,0.1,2.6,0.9,0.36,4.0,3.8,1.88,0.14,Low,Low,True
Bonne Maman,3045320094008,Strawberry Jam,240.9,1007.93,59.0,59.0,0.1,0.0,0.4,1.2,0.0,0.0,4.0,16.0,65.0,1.0,Medium,High,True
McVitie's,5000168036755,digestives,481.5,2014.6,63.6,15.1,21.3,10.1,7.0,3.7,1.3,0.52,4.0,25.0,0.0,0.24,High,High,True
DANONE,6111206000696,Activia bien-être  digestif,239.2,1000.81,5.5,5.5,20.0,10.0,8.0,2.6,1.0,0.4,4.0,14.0,0.0,1.0,Medium,Medium,True
Harrys,3228857001231,Harrys brioche tressee nature au sucre perle sans additifs 500g,356.4,1491.18,49.0,13.0,13.0,1.0,8.6,4.5,0.8,0.32,4.0,5.0,10.8,0.27,High,Medium,True
Quaker,5000108022152,Quaker Rolled Oats,159.0,665.26,25.2,0.4,3.4,0.7,4.9,4.0,0.0,0.0,1.0,-5.0,0.0,0.02,Medium,Low,False
Maille,8720182556738,Maille Moutarde Fine de Dijon L'Originale Bocal 360g,138.4,579.07,2.6,2.0,10.0,0.7,7.6,3.8,4.9,1.96,3.0,20.0,0.0,0.77,Medium,Low,False
Jardin Bio,6153153,Tartines craquantes quinoa - pois chiche,378.2,1582.39,79.0,0.6,1.6,0.5,9.6,4.7,0.5,0.2,3.0,1.0,0.0,0.01,High,Low,False
Nature Valley,8410076610737,Protein Cacahuetes🥜 & Chocolat🍫,195.1,816.3,11.0,6.8,11.3,3.0,10.2,4.3,0.38,0.15,4.0,4.0,41.33,0.62,Medium,Medium,True
Whole earth,5013665108801,Crunchy Peanut Butter,109.23,457.02,1.26,0.65,9.23,1.34,4.71,1.14,0.17,0.07,3.0,4.0,97.0,0.52,Medium,Low,False
Jibal,6111246950845,Jibal,67.72,283.34,6.38,4.0,3.0,2.0,3.0,1.6,0.1,0.04,3.8,2.0,0.0,0.63,Low,Low,False
"Alesto, Lidl, Lidl Alesto",20202392,Brazil Nuts,209.6,876.97,0.8,0.8,20.0,4.9,5.1,3.0,0.01,0.0,1.0,3.0,100.0,1.0,Medium,Low,False
"Le Fromage Fouetté Madame Loïk, Paysan breton",3412290070101,Paysan Breton - Le Fromage Fouetté Madame Loïk - Nature au Sel de Guérande,251.6,1052.69,3.0,3.0,24.0,17.3,5.9,0.0,1.1,0.44,3.0,16.0,0.0,1.0,Medium,Low,False
Delicia,6111162001201,Delicia double concentre de tomates,90.73,379.61,18.35,0.0,0.09,0.0,4.13,0.0,0.0,0.0,1.6,0.0,0.0,0.0,Low,Low,False
VIP,6111250473453,Vip crema gold,9.5,39.75,0.5,0.4,0.5,0.5,0.5,0.5,1.25,0.5,3.0,7.8,0.0,0.8,Low,Low,False
Kallø,5013665111610,Lightly Salted Low Fat Corn Cakes,32.26,134.98,5.9,0.1,0.1,0.03,0.5,2.88,0.1,0.04,3.0,8.0,0.0,0.02,Low,Low,False
Ain ifrane,6111251420272,Aïn Ifran Eau minérale naturelle,167.86,702.33,15.12,1.98,9.1,1.58,5.02,2.7,7.62,3.05,1.0,0.0,0.0,0.13,Medium,Low,False
Menguy's,3327272107259,Menguy's Beurre de cacahuètes creamy,629.4,2633.41,12.0,8.7,52.0,9.5,25.0,6.7,0.86,0.34,3.0,6.0,86.0,0.72,High,Medium,False
Sidi ali,6111035001383,Eau minerale,174.66,730.78,22.84,6.08,4.94,5.4,8.36,2.7,62.5,25.0,1.0,0.0,0.0,0.27,Medium,Medium,False
Harrys,3228857000166,100% mie complet 500g,249.7,1044.74,42.0,5.5,4.3,0.4,7.5,6.5,1.1,0.44,4.0,2.0,5.26,0.13,Medium,Medium,True
LUMondelez,7622201133337,Figolu,123.44,516.47,23.01,16.0,2.6,1.2,1.5,1.0,0.0,0.0,4.0,21.0,26.0,0.7,Medium,High,True
Warburtons,5010044000701,Crumpets,96.6,404.17,19.4,1.1,0.4,0.1,3.3,1.1,0.8,0.32,4.0,7.0,0.0,0.06,Low,Low,True
Engevita,5016084000374,Nutritional Yeast Flakes,349.0,1460.22,19.0,1.0,5.0,1.0,47.0,20.0,0.25,0.1,1.0,-0.8,0.0,0.05,High,Low,False
"Cuétara, Krit",8434165466333,Krit krititas galletas saladas,505.0,2112.92,60.0,8.7,26.0,12.0,6.5,2.5,1.7,0.68,4.0,18.0,0.0,0.14,High,Medium,True
Unknown Brand,6111259347021,Unknown Product,526.4,2202.46,66.0,37.0,26.0,15.0,5.8,2.6,0.75,0.3,4.0,29.0,0.0,0.56,High,High,True
Star,6111184000657,Star Mayonnaise,611.49,2558.47,3.73,0.05,65.21,9.8,1.12,2.6,1.75,0.7,4.0,24.0,0.0,0.01,High,Low,True
Unknown Brand,6111259093140,Unknown Product,65.62,274.55,11.26,2.8,0.9,0.2,2.22,1.8,26.05,10.42,2.2,-0.4,0.0,0.25,Low,Low,False
BjORG,3229820787015,BjORG AMANDE ALMOND SANS SUGRES- NO SUGAR,25.5,106.69,1.6,0.5,1.7,0.2,0.7,0.5,0.05,0.02,4.0,2.0,2.8,0.31,Low,Low,True
Gullón,8410376026962,Digestive Avena Choco,476.4,1993.26,61.0,22.0,21.0,4.8,7.6,6.5,1.0,0.4,4.0,15.0,0.0,0.36,High,High,True
Gullón,8410376009415,Chip Choco zero sin azúcares,499.6,2090.33,63.0,0.5,24.0,6.0,5.9,4.0,0.58,0.23,4.0,11.0,0.0,0.01,High,Low,True
Delicia,6111162000723,Délicia - Confiture d'abricot,277.92,1162.82,67.36,22.56,0.12,0.06,0.41,2.88,3.36,1.34,3.0,12.0,66.67,0.33,Medium,High,False
Primevère,3155251205302,Tartine doux,500.2,2092.84,0.0,0.0,55.0,15.0,0.0,2.6,0.4,0.16,4.0,8.0,25.0,0.0,High,Low,True
ProActiv,8719200012608,ProActiv Margarine Tartine,324.2,1356.45,0.5,0.5,35.0,7.6,0.5,2.6,0.2,0.08,4.0,4.0,12.5,1.0,High,Low,True
alpro,5411188116592,Délicieuse & Tropical Coco,18.6,77.82,2.7,1.9,0.8,0.8,0.1,0.1,0.13,0.05,4.0,2.0,8.6,0.7,Low,Low,True
Unknown Brand,6111175000741,41022,2444496843060.16,10227774791363.71,29.7,11.44,14.92,5.16,7.36,1222248421388.82,18.31,7.32,3.31,9.0,18.08,0.39,High,Medium,False
Jaouda,6111242102019,flan caram jao dan,149.0,623.42,18.0,7.0,7.0,3.0,2.0,3.0,4.0,1.6,4.0,23.0,0.0,0.39,Medium,Medium,True
Unknown Brand,6111180007339,Unknown Product,408.36,1708.58,86.0,86.1,3.8,0.0,6.1,2.88,0.0,0.0,3.0,0.0,0.0,1.0,High,High,False
"St Hubert, St hubert omega 3",3366321051983,Oméga 3® Doux,473.2,1979.87,0.0,0.0,52.0,17.0,0.0,2.6,0.41,0.16,4.0,11.0,36.97,0.0,High,Low,True
Nature ValleyGeneral Mills,8410076601131,Crunchy avoine et miel,196.42,821.82,27.01,11.26,7.6,0.92,3.65,2.69,0.35,0.14,4.0,14.0,5.04,0.42,Medium,Medium,True
Coca-Cola,90338243,Coca-Cola original taste,1332.68,5575.93,10.6,10.6,141.72,0.02,2.4,2.6,48.45,19.38,4.0,8.2,0.0,1.0,High,Medium,True
Biotiful,5060337220415,Kefir Drink Original,154.66,647.1,12.0,7.0,7.3,5.3,8.8,2.88,0.24,0.1,3.0,2.0,0.0,0.58,Medium,Medium,False
Danone,6111032002925,Yaourt Nature,67.8,283.68,6.7,6.7,3.0,2.0,3.0,1.0,0.34,0.14,3.2,2.0,0.0,1.0,Low,Medium,False
Jason's,5025125000105,No. 6 Sourdough Majestic Malted,256.7,1074.03,47.0,1.8,2.7,0.8,9.3,3.6,0.99,0.4,3.0,3.0,0.0,0.04,Medium,Low,False
حلال,6111242380219,Yaourt Coco,623.0,2606.63,57.0,51.0,35.0,13.58,4.5,31.0,0.5,0.2,3.8,27.0,0.0,0.89,High,High,False
"Gerblé,Gerblé Vitalité,Nutrition & Santé",3175680011534,Biscuit lait chocolat,457.0,1912.09,65.0,21.0,17.0,2.8,8.5,5.0,0.74,0.3,4.0,14.0,13.7,0.32,High,High,True
Alpro,5411188119098,Natur mit Kokosnuss,52.2,218.4,2.4,2.2,2.8,1.0,3.9,0.9,0.22,0.09,4.0,0.0,14.7,0.92,Low,Low,True
Bjorg,3229820782560,"Muesli SuperFruits Raisins, cassis,cranberry, myrtille",358.0,1497.87,60.0,13.0,6.0,0.9,11.0,10.0,0.04,0.02,3.0,-2.0,21.8,0.22,High,Medium,False
Storck,4014400400007,toffifee,520.6,2178.19,58.9,48.8,29.0,12.7,6.0,0.0,0.27,0.11,4.0,31.0,11.81,0.83,High,High,True
The Coconut Collab,680569854124,Fermented Coconut Yoghurt Alternative,124.4,520.49,6.9,1.6,10.0,9.0,1.2,1.0,0.0,0.0,4.0,4.0,95.0,0.23,Medium,Low,True
Kiri,6111028000980,Kiri carré 8p,235.2,984.08,3.5,2.0,20.0,13.0,9.0,2.6,1.6,0.64,4.0,18.0,0.0,0.57,Medium,Low,True
"General Mills,Nature Valley",8410076601148,Crunchy Avoine & Chocolat Noir x 5 x 2 barres de 21 g,473.0,1979.03,61.5,26.8,19.8,3.4,8.7,7.0,0.65,0.26,4.0,14.0,6.38,0.44,High,High,True
Specially Selected,4088600327587,Dark Rye Sourdough,234.1,979.47,45.1,1.5,1.3,0.1,7.9,5.2,0.8,0.32,4.0,0.0,0.0,0.03,Medium,Low,True
Azura,3504182960123,Tomates cerises allongées,370.64,1550.76,33.0,12.84,19.56,3.44,14.3,2.7,3.61,1.44,1.0,-5.0,100.0,0.39,High,Medium,False
Gerblé,3175681105423,Cookie🍪 cacao pépites Sans Sucre,455.8,1907.07,61.0,0.0,18.0,3.3,8.0,8.9,0.21,0.08,4.0,1.0,16.4,0.0,High,Low,True
Amora,8720182460721,Amora Moutarde Forte Bocal 430g,139.2,582.41,2.7,2.0,10.0,0.7,7.7,3.8,4.9,1.96,3.0,20.0,0.0,0.74,Medium,Low,False
Yeo Valley,5036589255598,Organic Natural Yoghurt,76.0,317.98,4.9,4.9,3.8,2.5,4.2,2.7,0.12,0.05,1.0,2.0,0.0,1.0,Low,Low,False
Fage,5201054017418,Fage Total 0% Yogurt,58.96,246.69,3.0,3.0,0.0,0.06,10.3,2.88,0.1,0.04,3.0,-4.0,0.0,1.0,Low,Low,False
Ramona's,5060228323799,Ramona's Heavenly Houmous,272.0,1138.05,10.5,0.6,21.6,1.8,6.4,5.0,0.98,0.39,4.0,2.0,84.89,0.06,Medium,Low,True
perly,6111266960336,Perly fromage,262.0,1096.21,6.0,0.0,22.0,15.2,10.0,0.0,1.6,0.64,4.0,16.0,0.0,0.0,Medium,Low,True
Kellogg's,3159470000120,Corn Flakes,378.1,1581.97,84.0,8.0,0.9,0.2,7.0,3.0,1.1,0.44,3.0,11.0,0.0,0.1,High,Medium,False
Lotus,5410126716016,Biscoff,483.6,2023.38,72.6,38.1,19.0,8.0,4.9,1.3,0.9,0.36,3.0,28.0,6.18,0.52,High,High,False
Tesco,5059697710001,Dark milk chocolate,597.0,2497.85,36.2,33.6,44.6,27.8,9.9,5.6,0.23,0.09,3.0,24.0,0.0,0.93,High,High,False
Heudebert,3392460480827,Biscottes 6 Céréales,400.2,1674.44,67.0,3.4,7.8,2.4,13.0,5.0,1.6,0.64,4.0,12.0,0.0,0.05,High,Low,True
